Care Provider Name,Care Provider ID,Time Zone,Program Name,Outreach Program ID,Outreach Use Case,Category,Call Launch Date,Call Launch Hour,Scheduled Count,Launched Count
Riverside University Health System,5c113c1974410fc8443478d8,Pacific Time (US & Canada),RUHS Telehealth Appointment Reminder 1D,6176fea374410f150c46adf0,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,3,3
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),Penn Staff COVID-19 Screening,5e739253ff1672f2ee322d8e,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),11,946,937
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),11,16,16
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Negative Results,5fcabddbd27cbecf90331784,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),11,14,10
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Std-Appointment Reminders-1D,5f46c9a3d27cbec8bcb2ba9e,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),12,7699,7302
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),COVID-19 Pre Appt Screening v2,5fff69b874410f8790b44b59,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),12,16483,15378
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex CHF,52af8eca677aff565700002c,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,7,7
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex COPD,565c6b205241495cd1060000,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,3,3
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex Inpatient,517592101b85b06407000010,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,56,56
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex Obstetrics,524d8baf677aff4bd4000001,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,5,5
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),Princeton Community Hospital - PNE,58052acb4004121202ec0484,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,1,1
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),Princeton Community Hospital - Inpatient,58052be4400412584ad069db,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,16,16
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),Princeton Community Hospital - COPD,58052cfa40041211dd9a9fb9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,1,1
Henry Ford Health System,54130e4261706f24c3040000,Eastern Time (US & Canada),Henry Ford - CHF COPD,5e5818d1d27cbead996eefe7,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,43,38
Eskenazi Health,59893d6974410f2220d54d06,Eastern Time (US & Canada),Eskenazi Health 24 Hour Appointment Reminder - IN PERSON,5dc9a703ff16723f46791395,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,1,1
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Appointment Reminder (5 Days),5c61d721d27cbe59eab98337,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,1185,1083
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),MID-AMB,598361b6d27cbe5d10b9b0b9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,1,1
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Appointment Reminder (1 Day),5c61d65fd27cbe685ccf11ff,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,1953,1868
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington Hospital - Post Discharge,5dcdc37bd27cbe6136ca51dd,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,28,27
Eskenazi Health,59893d6974410f2220d54d06,Eastern Time (US & Canada),Eskenazi Health Batched Core Appointment Reminder,5dcdb1d4d27cbe6363c4bb3d,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,85,84
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),Penn Staff COVID-19 Screening,5e739253ff1672f2ee322d8e,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,839,838
Trinity Health of NE,591db38dd27cbe8dc3f577b5,Eastern Time (US & Canada),Saint Francis ED Follow Up,5923219dd27cbec4c44bcdda,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,420,404
Trinity Health of NE,591db38dd27cbe8dc3f577b5,Eastern Time (US & Canada),Johnson Memorial Hospital - Post Discharge,5df01463ff1672e8881e6ec8,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,5,5
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Std-Appointment Reminders-5D-No Cancel,5f2b185874410f1c555b1c36,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,30,28
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Positive Results,5fc93fa874410f1bc2ad44da,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,3,3
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Std-Appointment Reminders-5D,5ec53459ff16727b62c21677,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,4188,3777
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Endo-Appointment Reminders-5D,5f10898dd27cbeda01fabe62,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,77,73
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Std-Appointment Reminders-2D,5f1088a6d27cbed963fbd6c0,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,8473,7644
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Telehealth Appointment Reminder (4 Day),5fdbdd44d27cbe5ba821cb93,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,84,80
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Video Visit-Appointment Reminders-2D,5f108aabd27cbeda01fabfee,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,801,761
Charleston Area Medical Center,517801601b85b02a1e000003,Eastern Time (US & Canada),COVID-19 Positive Results,5f2aefeeff167284b4f1e7db,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,3,2
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova COVID-19 Negative Results,5f90a5a174410faf65590126,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,295,267
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Phone Visit-Appointment Reminders-2D,5f108bdb74410f7192674093,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,200,187
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Std-Appointment Reminders-1D,5f46c9a3d27cbec8bcb2ba9e,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,471,359
Cambridge Health Alliance,5ae74f5fd27cbe53d0832236,Eastern Time (US & Canada),Telehealth Appointment Reminder (1 Day),5fdb7ba1d27cbe5ba820d6ce,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,26,26
Cabell Huntington Hospital,5dcdc295d27cbe63f6c3df60,Eastern Time (US & Canada),Cabell Huntington - COVID19 Positive Results,5fc52840ff1672b49787d53d,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,1,1
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Std-Appointment Reminders-1D-No Cancel,5efcf6ef74410fa47058c5e4,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,41,41
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Cancer-Appointment Reminders-5D,5fa1bf9474410f12609a9ae0,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,558,494
Eskenazi Health,59893d6974410f2220d54d06,Eastern Time (US & Canada),Eskenazi Health 48 Hour Virtual Appointment Reminder,612e3e38ff1672b6258055c1,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,64,64
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Self-Scheduling-Appointment Reminders-5D,614b6d39ff16726382a5409c,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,149,134
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova COVID-19 Positive Results,61e1aeda74410f53e5f598b4,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,37,31
Henry Ford Health System,54130e4261706f24c3040000,Eastern Time (US & Canada),Henry Ford Wyandotte - CHF COPD,61f9ae5074410fa582a9df9a,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,29,28
Henry Ford Health System,54130e4261706f24c3040000,Eastern Time (US & Canada),Henry Ford - Sepsis,6202d9caff1672b2b7a563fa,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,35,32
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),Post Visit - LWBS,620c05a8d27cbecc8a71e1a0,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,1,1
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHN-HighRisk-Appointment Reminders-1D,620d416574410fee7b6296b8,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,160,157
Henry Ford Health System,54130e4261706f24c3040000,Eastern Time (US & Canada),Henry Ford Wyandotte - Sepsis,62100174d27cbe51b7db9962,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,20,19
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Std-Appointment Reminders-1D,62169fb5d27cbe484ad82908,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,1263,1197
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),Sentara-COVID Negative Result,62978967a8cd74369e3478f9,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,777,766
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),Sentara-COVID Positive Result,6297899fdacaff5d1517f996,call_on_date,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),13,146,139
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),SAMC HR PNE Care Transitions Call,5600649561706f3edee60200,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,1,1
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada),UUH Inpatient,54a41059524149400ba90100,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,57,57
Sentara Healthcare,51c9ccbb677aff4218000528,Eastern Time (US & Canada),SAMC HR CHF Care Transitions Call,560060075241497a9d760200,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,2,2
University of Illinois,58dd445b9c055263862ee74b,Central Time (US & Canada),University of Illinois Inpatient,58ff54e9d27cbe25605eeaee,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,125,125
Decatur Morgan Hospital,52fe61815241497341ee0000,Central Time (US & Canada),High Risk,5aba5260d27cbe5f53fe5db7,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,5,5
Upstate University Hospital,5175aab31b85b034fb00007e,Eastern Time (US & Canada), COM - SDS,5bb23ce0ff167274f2a1b0e9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,1,0
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Std-Appointment Reminders-5D-No Cancel,5f2b185874410f1c555b1c36,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,3,3
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Positive Results,5fc93fa874410f1bc2ad44da,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,2,2
Boone Memorial Hospital,5fc693e474410f1b1aad6bed,Eastern Time (US & Canada),COVID-19 Negative Results,5fc94780ff1672b4978ba858,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,12,12
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Std-Appointment Reminders-5D,5ec53459ff16727b62c21677,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,466,371
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Std-Appointment Reminders-5D,5efc9059ff1672fe6965e8c4,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,7500,6987
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Endo-Appointment Reminders-5D,5f10898dd27cbeda01fabe62,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,10,10
Phelps Health,5f4d41c2ff1672a740672261,Central Time (US & Canada),Phelps-Appointment Reminders-1D,5f4d43b0ff1672a6396a3336,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,1128,1010
Phelps Health,5f4d41c2ff1672a740672261,Central Time (US & Canada),Phelps-Appointment Reminders-No LT-5D,5f4d4435ff1672a894659a21,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,77,73
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Std-Appointment Reminders-2D,5f1088a6d27cbed963fbd6c0,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,931,900
Phelps Health,5f4d41c2ff1672a740672261,Central Time (US & Canada),Phelps-Appointment Reminders-Telemedicine-1D,5f4d4386ff1672a6396a32da,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,7,6
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Video Visit-Appointment Reminders-2D,5f108aabd27cbeda01fabfee,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,44,36
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Video Visit-Appointment Reminders-2D,5efe3c3dff1672fe696735a0,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,1105,1074
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Phone Visit-Appointment Reminders-2D,5f108bdb74410f7192674093,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,14,13
Johns Hopkins Health System,59555bcdd27cbeae95530829,Eastern Time (US & Canada),JHM-Std-Appointment Reminders-1D-No Cancel,5efcf6ef74410fa47058c5e4,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,40,40
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Cancer-Appointment Reminders-5D,5fa1bf9474410f12609a9ae0,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,153,151
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw KOOS PROMIS Pre-Op,60400f1574410f037796125d,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,14,9
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw HOOS PROMIS Pre-Op,6034248774410ff23472bd3f,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,5,4
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),PCH COVID Positive Outreach Program,60107cbdd27cbe042d5ebc6f,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,1,1
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),Post Discharge,6034015a74410ff2b7727257,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,217,214
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw HOOS PROMIS Post-Op,603e5044ff1672e803bd05bf,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,55,4
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),PCH COVID Negative Outreach Program,600ef4d974410fe533b0593f,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,1,1
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw KOOS PROMIS Post-Op,604f62c2ff16722552c4ce89,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,62,11
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),LGH Post Discharge,605ba19474410fcaf5e7cf98,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,52,52
Clark Memorial Health,60a6a42774410f5af7470ae0,Eastern Time (US & Canada),Clark Memorial Hospital Post-Discharge Outreach,60e89dfb74410fd36f263819,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,1,1
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Self-Scheduling-Appointment Reminders-5D,614b6d39ff16726382a5409c,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,3,3
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw Spine Pre-Op,61f95a0374410fa582a902fc,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,4,2
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHN-HighRisk-Appointment Reminders-1D,620d416574410fee7b6296b8,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,11,9
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw-Std-Appointment Reminders-1D,62169fb5d27cbe484ad82908,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,73,71
Community Health Network,59516787d27cbede1924d757,Eastern Time (US & Canada),CHNw Spine Post-Op,621ce91aa8cd747bc69e4ed3,post_admit,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,11,10
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 1D Appointment Reminder,62335404ff1672aa7537ded8,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,2461,1772
University of Pennsylvania Health System,559d9b1452414928ff9d0000,Eastern Time (US & Canada),Post Discharge - Generic Longitudinal ,6234a04fff1672a99e397310,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,28,26
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 1D Telehealth Appointment Reminder,62354a9cff1672a6ec3ded3c,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,288,236
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 3D Appointment Reminder,62509bdbd27cbe022411a81e,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,1325,941
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova 3D Telehealth Appointment Reminder,6250a0a2c3a90a5125d0f432,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),14,114,89
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex CHF,52af8eca677aff565700002c,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,6,6
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex COPD,565c6b205241495cd1060000,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,3,3
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex Obstetrics,524d8baf677aff4bd4000001,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,4,4
Middlesex Hospital,517569541b85b034fb000003,Eastern Time (US & Canada),Middlesex Inpatient,517592101b85b06407000010,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,41,41
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),Princeton Community Hospital - PNE,58052acb4004121202ec0484,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,1,1
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),CHF Post Discharge,580cbe89677aff0dda134a30,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,48,29
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),Princeton Community Hospital - Inpatient,58052be4400412584ad069db,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,9,9
Princeton Community Hospital,57b22f2c4004121b3550dc06,Eastern Time (US & Canada),Princeton Community Hospital - COPD,58052cfa40041211dd9a9fb9,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,1,1
Henry Ford Health System,54130e4261706f24c3040000,Eastern Time (US & Canada),Henry Ford - CHF COPD,5e5818d1d27cbead996eefe7,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,35,32
Charles B. Wang Community Health Center,5cd03c15d27cbe3fc1eab596,Eastern Time (US & Canada),CBWCHC Appointment Reminders - English,5d35f068ff167297eeed8732,appointment_reminders,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,64,64
Inova Health System,58bec27a9c055208405da427,Eastern Time (US & Canada),Inova Urgent Care Post-Visit Outreach,5c700e14d27cbe2617707ce4,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,237,236
Intermountain Healthcare,550b3ab85241494278ba0000,Mountain Time (US & Canada),Total Joint Discharge,591f0130d27cbe86e8f9b100,post_discharge,Twilio (Voice+SMS+Webform),Sun Jun 19 2022 00:00:00 GMT+0000 (Coordinated Universal Time),15,32,32
